content_id,views
815,1
816,2
817,8
818,11
819,8
820,5
821,3
822,3
823,5
824,8
825,16
826,1
827,1
828,1
829,1
830,2
834,1
836,1
838,1
846,1
849,2
850,1
852,1
861,5
862,7
863,1
864,1
865,2
866,3
867,6
868,2
869,3
870,1
873,1
874,1
875,3
876,2
877,4
878,4
879,2
880,2
882,3
883,4
884,9
885,4
886,5
887,4
888,3
889,3
890,5
891,3
892,5
893,3
894,6
895,2
897,1
900,1
901,3
902,3
905,1
906,2
907,2
909,6
910,5
911,9
912,3
913,1
914,5
915,8
916,10
917,14
919,2
921,6
922,5
923,5
924,6
925,2
926,2
930,4
931,1
932,2
935,1
939,1
940,1
941,1
942,3
943,1
944,1
945,1
946,1
947,2
948,3
950,7
951,6
952,2
953,3
954,7
955,2
957,1
959,1
961,2
964,1
966,1
970,1
971,1
973,4
974,2
976,2
978,2
979,1
980,1
981,1
984,1
985,1
986,1
987,3
992,8
993,5
994,3
995,1
998,3
999,1
1012,8
1013,3
1014,5
1015,5
1016,4
1017,7
1022,1
1034,1
1047,19
1053,1
1055,1
1057,1
1063,11
1064,8
1066,1
1071,1
1076,1
1092,1
1095,1
1101,3
1102,4
1103,4
1104,3
1109,5
1116,1
1121,10
1122,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1133,1
1135,1
1136,1
1137,1
1139,1
1140,1
1142,1
1143,2
1144,1
1147,1
1191,1
1199,1
1207,1
1208,1
1228,1
1232,1
1235,1
1236,2
1237,1
1239,1
1243,2
1244,2
1247,2
1249,3
1251,1
1258,1
1259,4
1260,1
1264,3
1265,1
1266,1
1267,1
1268,1
1270,2
1271,2
1274,2
1276,1
1278,3
1279,1
1286,1
1290,1
1294,3
1299,22
1301,1
1302,2
1304,1
1310,2
1314,13
1315,20
1321,1
1322,1
1324,2
1326,3
1327,4
1329,1
1330,1
1331,5
1334,10
1336,4
1337,9
1339,1
1341,2
1342,1
1344,5
1345,2
1347,1
1348,1
1351,2
1352,1
1354,5
1355,3
1356,4
1357,1
1358,2
1359,7
1378,1
1380,1
1381,1
1392,1
1399,1
1401,1
1403,2
1404,1
1406,1
1407,3
1408,3
1409,7
1416,1
1417,2
1419,5
1433,1
1435,1
1441,5
1444,1
1453,1
1456,1
1458,1
1460,2
1462,1
1464,2
1467,14
1468,4
1469,5
1470,3
1471,3
1483,1
1485,1
1487,2
1490,1
1494,1
1499,1
1500,1
1502,1
1503,2
1507,1
1508,1
1510,11
1515,1
1516,4
1517,4
1519,1
1522,15
1529,3
1530,10
1535,2
1538,3
1539,1
1540,1
1547,5
1548,2
1549,5
1550,9
1551,1
1554,4
1557,1
1558,2
1562,3
1565,1
1567,1
1575,1
1577,1
1579,1
1585,12
1586,3
1587,12
1588,3
1590,2
1591,1
1594,2
1596,1
1597,1
1601,1
1602,1
1608,1
1609,2
1610,1
1612,1
1613,5
1615,7
1616,5
1617,1
1618,1
1623,1
1624,1
1625,2
1627,1
1628,1
1630,1
1631,1
1632,1
1639,1
1640,1
1641,1
1649,1
1657,1
1658,1
1664,1
1667,5
1668,2
1669,6
1672,1
1674,1
1678,1
1682,3
1683,7
1684,7
1687,2
1688,1
1689,1
1690,2
1693,1
1694,7
1695,5
1701,1
1702,1
1703,10
1704,16
1705,1
1707,2
1708,1
1709,1
1710,1
1711,1
1714,3
1715,2
1722,1
1729,1
1730,1
1739,1
1747,2
1748,3
1749,1
1750,1
1751,1
1752,1
1753,2
1754,3
1756,1
1757,1
1759,1
1762,2
1768,2
1772,1
1776,2
1777,3
1778,3
1779,4
1786,1
1788,1
1791,1
1794,1
1797,1
1801,1
1802,1
1806,1
1807,1
1810,2
1814,1
1816,1
1817,1
1820,10
1825,1
1829,2
1830,1
1832,1
1843,1
1845,1
1849,1
1851,1
1857,1
1859,1
1869,1
1871,1
1872,1
1881,1
1882,9
1883,5
1887,1
1892,13
1893,2
1894,2
1895,2
1896,3
1897,2
1898,2
1899,2
1900,3
1901,1
1910,6
1911,3
1915,1
1920,3
1922,5
1923,1
1924,5
1925,7
1927,1
1934,1
1936,1
1938,1
1940,1
1943,1
1944,1
1945,1
1953,1
1954,302
1955,287
1956,271
1961,267
1962,264
1963,304
1968,293
1969,275
1970,252
1975,301
1976,280
1977,301
1979,1
1980,1
1982,278
1983,276
1984,288
1987,277
1988,287
1989,294
1992,257
1993,301
1994,260
1997,310
1998,272
1999,329
2004,268
2005,293
2006,297
2011,9
2012,2
2014,9
2015,2
2016,2
2017,3
2019,4
2020,1
2022,3
2023,3
2024,2
2025,1
2026,1
2029,2
2030,1
2032,2
2034,2
2035,2
2036,1
2037,2
2038,2
2040,3
2043,1
2045,1
2046,2
2047,9
2048,2
2063,1
2064,1
2071,1
2075,1
2077,1
2078,2
2081,2
2082,1
2085,1
2089,1
2102,1
2112,1
2117,1
2121,1
2123,1
2128,8
2129,11
2130,7
2132,1
2136,12
2137,17
2139,10
2140,2
2145,9
2146,8
2147,16
2156,8
2157,2
2158,14
2159,8
2160,1
2161,1
2162,7
2163,9
2164,7
2169,2
2170,1
2171,11
2172,7
2173,7
2175,1
2178,14
2179,10
2180,7
2182,1
2185,12
2186,17
2187,11
2192,6
2193,10
2194,11
2197,1
2199,13
2200,8
2201,12
2202,13
2203,4
2204,2
2208,2
2209,3
2215,1
2234,1
2237,1
2241,1
2256,13
2261,1
2262,12
2263,9
2264,12
2265,1
2266,1
2270,8
2271,15
2272,4
2273,1
2276,1
2277,1
2278,11
2279,11
2280,13
2283,1
2286,1
2287,1
2294,4
2297,11
2298,12
2299,13
2302,1
2305,14
2306,7
2307,9
2308,2
2311,13
2313,11
2314,17
2315,15
2318,6
2319,7
2320,12
2322,9
2323,9
2324,10
2326,12
2327,13
2328,10
2330,13
2331,10
2332,11
2333,2
2343,1
2345,1
2349,1
2355,1
2357,1
2360,1
2365,11
2366,6
2368,15
2375,20
2376,9
2377,13
2378,3
2379,4
2380,6
2385,5
2386,14
2387,8
2390,14
2391,11
2392,14
2393,8
2394,10
2395,8
2398,12
2399,11
2400,11
2401,14
2402,12
2403,7
2405,11
2406,8
2407,13
2409,1
2415,2
2417,4
2418,9
2419,8
2420,11
2421,16
2422,6
2425,1
2427,5
2428,9
2431,10
2432,15
2433,11
2434,1
2435,1
2436,1
2437,1
2440,1
2446,1
2447,1
2449,1
2450,1
2455,3
2456,4
2457,7
2460,2
2465,1
2466,2
2467,1
2471,3
2475,1
2476,1
2480,1
2481,1
2482,1
2489,1
2490,1
2500,1
2504,3
2505,5
2508,1
2521,1
2526,1
2527,11
2528,16
2529,5
2530,1
2535,13
2536,5
2537,19
2542,1
2547,5
2548,11
2550,15
2557,1
2558,15
2560,15
2561,13
2567,14
2568,2
2569,8
2570,11
2573,1
2579,9
2581,5
2582,13
2584,1
2592,1
2593,1
2594,1
2598,10
2599,14
2601,9
2603,6
2604,4
2605,8
2608,11
2610,13
2611,14
2612,1
2613,7
2614,10
2615,1
2616,13
2620,8
2621,6
2628,1
2632,1
2636,3
2637,3
2639,11
2640,10
2641,11
2643,1
2644,5
2645,2
2647,14
2648,15
2649,10
2650,1
2652,3
2653,2
2655,10
2656,13
2657,12
2661,10
2662,8
2663,3
2667,8
2668,5
2669,9
2670,1
2674,14
2675,7
2676,11
2677,15
2678,6
2679,9
2681,5
2682,7
2683,7
2690,8
2691,13
2692,11
2694,13
2698,1
2699,2
2701,1
2705,1
2709,2
2710,1
2716,1
2717,10
2718,1
2719,1
2722,2
2726,1
2727,1
2728,1
2729,1
2733,2
2734,2
2739,12
2747,1
2773,3
2778,14
2779,7
2780,10
2783,9
2784,6
2785,15
2791,12
2792,6
2793,11
2797,7
2798,11
2799,7
2801,9
2802,10
2803,16
2804,9
2806,1
2807,14
2808,12
2809,10
2810,1
2811,9
2812,6
2813,15
2814,2
2815,7
2816,13
2817,7
2818,1
2819,1
2821,1
2824,11
2825,10
2826,11
2828,1
2830,1
2831,1
2832,1
2835,10
2836,10
2837,11
2841,1
2843,1
2846,15
2847,12
2848,6
2853,1
2854,1
2862,1
2863,1
2864,1
2867,1
2868,1
2878,20
2879,4
2880,1
2881,1
2882,1
2885,1
2890,2
2896,1
2900,1
2901,1
2903,1
2905,1
2909,1
2912,1
2913,8
2914,11
2915,3
2916,10
2917,12
2918,1
2920,1
2921,7
2922,8
2923,8
2926,1
2927,7
2928,10
2929,12
2931,1
2937,14
2938,11
2939,17
2942,1
2947,15
2948,7
2949,12
2960,10
2961,5
2962,15
2965,1
2966,2
2968,9
2969,1
2970,3
2972,13
2973,11
2974,12
2975,1
2985,1
2986,1
2989,1
2990,2
2991,1
2993,1
2999,1
3005,1
3016,2
3017,1
3020,1
3021,1
3023,1
3044,9
3045,11
3046,15
3049,11
3050,11
3051,10
3054,5
3055,13
3056,16
3059,1
3060,5
3061,15
3062,14
3067,10
3069,7
3070,10
3090,1
3096,1
3097,1
3100,5
3102,15
3104,16
3108,1
3110,15
3111,11
3113,9
3117,1
3118,2
3119,8
3120,9
3122,8
3128,1
3132,1
3134,1
3135,1
3137,2
3138,2
3140,1
3141,3
3142,6
3144,3
3145,3
3146,1
3147,1
3148,4
3150,2
3151,1
3155,2
3156,2
3158,1
3161,1
3174,1
3179,1
3180,1
3182,1
3188,1
3189,2
3194,1
3196,1
3198,2
3201,3
3202,8
3206,2
3208,1
3209,1
3213,1
3216,1
3219,1
3224,2
3226,1
3228,1
3229,2
3230,1
3239,1
3252,8
3253,17
3254,10
3263,20
3273,13
3275,9
3276,12
3278,1
3280,4
3282,9
3283,8
3285,10
3289,13
3290,14
3291,3
3297,11
3298,7
3299,9
3303,1
3306,16
3307,1
3308,12
3309,10
3311,1
3312,16
3313,10
3314,12
3326,3
3335,1
3336,3
3338,2
3339,3
3340,1
3344,1
3350,2
3358,1
3370,4
3372,3
3375,1
3377,1
3386,1
3388,1
3393,1
3394,1
3395,1
3401,1
3420,12
3421,8
3424,5
3425,1
3427,4
3432,4
3435,1
3436,3
3440,3
3458,1
3467,1
3471,1
3477,1
3481,3
3493,5
3494,12
3495,8
3497,1
3503,10
3504,6
3505,4
3514,18
3515,7
3516,12
3519,10
3520,4
3522,11
3523,6
3525,5
3528,6
3530,13
3531,14
3538,1
3540,5
3542,12
3543,8
3548,10
3549,19
3551,9
3554,1
3556,8
3558,11
3559,9
3561,1
3563,1
3564,13
3565,12
3566,10
3567,1
3568,1
3571,1
3575,13
3576,10
3577,13
3586,13
3593,2
3597,1
3598,1
3599,1
3601,15
3605,10
3617,1
3620,1
3629,1
3635,1
3641,1
3646,1
3647,1
3649,2
3654,4
3655,1
3656,1
3659,1
3661,6
3668,1
3670,2
3671,1
3678,1
3679,2
3681,4
3684,2
3690,2
3692,1
3694,1
3695,1
3703,2
3705,1
3707,1
3709,1
3711,2
3715,1
3718,1
3721,1
3729,1
3734,1
3740,3
3744,1
3751,1
3752,1
3761,1
3765,1
3766,1
3770,1
3772,1
3773,1
3774,1
3775,1
3809,1
3812,6
3813,11
3814,13
3817,6
3818,9
3819,9
3823,16
3824,12
3825,14
3826,15
3827,8
3828,17
3829,10
3830,5
3831,6
3832,11
3833,8
3834,18
3835,6
3836,11
3837,3
3839,3
3841,2
3843,3
3845,2
3846,2
3858,1
3874,1
3877,1
3884,1
3885,13
3886,7
3887,14
3888,1
3895,6
3896,11
3897,11
3898,1
3899,1
3900,1
3906,14
3907,11
3908,7
3910,2
3916,1
3917,15
3918,13
3919,9
3921,2
3922,1
3930,12
3932,10
3933,8
3936,1
3937,1
3938,2
3945,17
3948,10
3949,8
3950,1
3952,1
3957,4
3958,8
3959,3
3961,1
3968,16
3973,1
3975,4
3976,11
3977,24
3988,1
3994,1
3998,7
3999,1
4001,1
4007,2
4009,1
4023,2
4040,1
4046,1
4052,2
4067,2
4069,8
4072,1
4081,7
4089,1
4091,1
4101,9
4111,1
4123,1
4133,1
4134,1
4136,1
4137,2
4138,1
4139,2
4140,4
4141,1
4142,1
4143,1
4147,4
4148,4
4149,1
4151,3
4156,2
4160,3
4164,9
4165,9
4166,8
4170,12
4171,7
4172,9
4176,11
4177,11
4178,14
4185,1
4187,11
4188,10
4189,14
4193,1
4194,11
4195,14
4196,10
4197,2
4201,7
4202,9
4203,15
4204,3
4206,1
4207,2
4208,11
4209,10
4210,15
4213,1
4214,2
4220,1
4222,2
4225,1
4227,1
4228,3
4229,2
4231,2
4233,2
4235,3
4236,1
4239,2
4241,1
4247,2
4249,1
4253,1
4255,2
4260,1
4261,2
4265,3
4266,1
4268,1
4270,1
4271,1
4272,2
4273,1
4276,1
4285,1
4286,2
4289,1
4290,1
4292,1
4294,1
4296,1
4297,1
4303,1
4305,1
4306,1
4307,1
4308,1
4309,1
4312,2
4315,1
4319,1
4323,13
4324,12
4325,11
4327,1
4331,1
4334,1
4336,1
4337,1
4342,1
4343,9
4344,8
4345,10
4352,1
4353,1
4354,1
4366,1
4367,4
4368,13
4369,10
4380,2
4384,1
4389,1
4392,1
4394,1
4398,1
4405,3
4412,11
4413,10
4414,6
4418,1
4419,2
4420,1
4422,1
4429,1
4433,8
4437,1
4439,2
4441,1
4442,1
4443,1
4457,2
4461,13
4462,10
4463,9
4475,1
4477,1
4478,1
4479,1
4483,1
4488,13
4489,6
4490,13
4496,1
4499,1
4502,25
4504,1
4509,1
4512,1
4517,15
4520,1
4527,12
4528,7
4529,11
4536,2
4539,2
4546,1
4554,1
4570,1
4584,1
4585,1
4590,1
4592,4
4593,1
4594,1
4602,1
4605,1
4607,1
4610,1
4614,1
4615,1
4616,2
4623,1
4624,3
4629,2
4631,8
4632,9
4636,1
4639,2
4641,5
4643,6
4648,1
4649,1
4656,2
4657,1
4658,9
4663,2
4664,1
4665,5
4667,1
4671,887
4672,6
4673,2
4674,1
4675,1
4678,825
4679,1
4684,889
4688,1
4693,831
4703,830
4705,1
4710,831
4721,7
4722,6
4723,10
4725,13
4726,8
4727,11
4733,12
4734,10
4735,12
4737,2
4738,5
4739,3
4746,7
4747,10
4748,8
4752,1
4754,10
4755,1
4756,11
4757,9
4758,1
4763,7
4765,15
4766,7
4767,3
4768,4
4769,5
4770,2
4775,1
4777,1
4779,1
4782,1
4785,2
4786,1
4801,2
4806,11
4811,9
4815,1
4816,2
4823,1
4830,2
4842,2
4847,4
4848,1
4849,9
4853,1
4855,1
4857,1
4877,1
4879,1
4902,2
4904,1
4915,1
4917,2
4919,3
4931,1
4955,1
4957,13
4958,6
4959,10
4964,9
4965,12
4966,7
4968,1
4971,13
4978,1
4982,1
4988,1
4989,1
4991,1
4994,1
4995,2
4999,1
5000,1
5002,2
5003,1
5022,11
5023,15
5025,1
5026,11
5036,16
5037,11
5038,13
5045,1
5048,10
5049,5
5050,2
5051,1
5052,13
5059,1
5063,8
5064,12
5065,10
5075,4
5076,10
5077,17
5083,1
5086,1
5087,1
5088,10
5089,9
5090,11
5096,1
5100,1
5109,2
5114,1
5115,1
5122,1
5123,2
5130,1
5135,1
5146,1
5147,1
5159,1
5168,1
5172,2
5173,5
5190,10
5191,8
5195,2
5196,3
5197,7
5204,1
5209,1
5219,1
5222,851
5226,848
5229,13
5230,10
5231,12
5233,835
5236,1
5237,14
5238,9
5239,17
5240,851
5245,4
5246,11
5247,11
5250,1
5252,1
5254,12
5255,16
5256,12
5258,7
5259,4
5261,3
5267,8
5268,8
5269,15
5272,2
5273,1
5276,5
5277,12
5278,14
5279,1
5281,1
5288,3
5298,1
5315,2
5316,1
5322,2
5325,1
5331,1
5332,1
5334,1
5338,1
5339,1
5340,8
5341,7
5343,7
5348,3
5350,2
5354,1
5355,1
5357,1
5359,1
5366,17
5373,2
5378,1
5380,1
5381,1
5382,2
5383,1
5389,1
5391,4
5393,8
5395,4
5397,4
5398,1
5402,1
5406,1
5408,2
5409,1
5419,3
5421,1
5422,3
5423,1
5428,1
5432,2
5433,1
5442,1
5443,1
5452,1
5453,14
5454,7
5455,14
5458,1
5462,3
5466,2
5467,6
5468,1
5470,1
5471,1
5475,2
5476,2
5477,2
5478,1
5484,12
5485,1
5489,1
5490,1
5491,2
5492,1
5494,2
5495,1
5497,3
5498,1
5508,1
5510,1
5518,1
5519,16
5520,8
5521,8
5523,4
5524,2
5529,1
5531,1
5532,8
5534,8
5535,17
5536,1
5537,2
5539,8
5546,15
5547,8
5548,8
5549,3
5550,2
5554,1
5556,8
5557,12
5558,17
5560,1
5562,2
5567,11
5568,15
5569,5
5571,1
5572,3
5574,1
5576,1
5577,6
5578,10
5579,11
5580,1
5581,9
5584,3
5588,16
5589,9
5590,12
5591,1
5592,1
5595,3
5600,1
5601,1
5605,15
5620,1
5625,1
5627,1
5633,1
5654,1
5656,1
5661,1
5668,2
5669,1
5671,2
5672,1
5673,1
5674,1
5685,1
5686,2
5687,2
5690,1
5693,1
5695,1
5703,1
5705,1
5710,1
5711,1
5712,1
5715,1
5720,1
5721,3
5722,3
5725,2
5738,1
5744,2
5750,1
5754,1
5757,1
5759,2
5760,1
5764,1
5766,1
5776,1
5782,2
5783,1
5791,1
5797,1
5802,3
5812,1
5821,1
5823,2
5824,1
5828,1
5830,1
5846,2
5847,1
5848,1
5850,3
5851,4
5857,1
5859,1
5860,2
5861,1
5864,2
5868,1
5869,1
5871,1
5874,1
5879,2
5880,2
5885,9
5892,1
5894,2
5895,1
5897,1
5902,1
5903,1
5909,1
5912,1
5913,1
5917,1
5918,3
5919,2
5920,5
5921,3
5922,1
5923,1
5924,1
5929,1
5931,1
5932,1
5935,1
5936,1
5937,7
5938,6
5939,1
5941,1
5942,1
5945,2
5950,1
5957,2
5958,1
5959,2
5966,1
5967,1
5970,1
5974,1
5976,3
5977,4
5978,1
5986,1
5987,1
5988,1
5992,1
5995,1
5997,1
6003,1
6013,1
6014,1
6023,13
6024,1
6026,1
6029,1
6030,1
6031,1
6033,11
6034,1
6035,1
6037,3
6038,15
6042,557
6043,533
6054,1
6056,1
6058,566
6059,560
6077,576
6078,536
6096,1
6100,8
6101,577
6102,532
6112,1
6115,6
6116,13
6118,2
6120,11
6121,1
6127,1
6129,546
6130,567
6143,12
6144,12
6145,2
6146,16
6147,3
6154,550
6155,543
6156,1
6158,5
6165,1
6168,1
6170,11
6171,1
6172,11
6173,1
6175,11
6176,2
6178,1
6182,2
6183,1
6186,1
6187,2
6195,15
6196,14
6197,2
6198,3
6199,2
6200,1
6201,6
6202,1
6205,3
6206,1
6207,1
6218,13
6219,13
6220,14
6221,2
6222,1
6223,1
6224,1
6226,1
6229,2
6232,2
6234,1
6243,1
6245,13
6246,12
6248,13
6249,1
6251,1
6256,2
6266,12
6267,7
6269,7
6284,1
6286,1
6289,9
6291,4
6301,3
6309,1
6310,539
6311,1
6312,591
6313,1
6316,15
6318,1
6319,1
6321,7
6322,6
6326,1
6327,2
6332,1
6333,1
6337,3
6338,2
6342,1
6347,1
6348,1
6349,2
6365,1
6377,1
6378,4
6379,2
6383,2
6384,1
6391,3
6392,5
6393,1
6395,3
6396,1
6399,4
6403,4
6406,2
6407,2
6409,9
6410,4
6411,3
6415,1
6418,13
6419,17
6420,8
6422,845
6424,1
6426,10
6427,14
6428,12
6430,800
6431,16
6432,11
6433,8
6434,799
6436,11
6437,10
6438,14
6440,881
6441,10
6442,15
6443,11
6444,9
6445,9
6446,8
6447,9
6448,6
6449,7
6455,1
6458,263
6461,1
6462,1
6463,235
6466,1
6467,1
6471,234
6474,2
6482,2
6484,236
6489,1
6495,2
6498,210
6499,1
6509,1
6511,218
6522,4
6525,1
6529,1
6530,2
6533,1
6542,1
6555,1
6558,1
6564,2
6565,1
6571,1
6572,1
6573,1
6576,1
6583,1
6585,2
6587,7
6591,1
6597,1
6600,2
6607,1
6609,1
6613,1
6621,1
6627,1
6629,1
6633,3
6640,1
6645,1
6652,2
6653,14
6659,1
6662,1
6663,14
6665,4
6666,4
6670,19
6671,13
6674,1
6679,1
6680,1
6681,1
6683,1
6686,11
6688,1
6694,11
6695,1
6700,1
6701,1
6702,1
6703,3
6704,2
6706,1
6708,1
6713,1
6716,4
6717,4
6724,1
6729,1
6742,1
6745,4
6748,1
6750,1
6760,1
6761,9
6762,10
6764,9
6765,6
6768,6
6774,2
6780,1
6782,1
6785,1
6786,11
6787,14
6788,15
6805,7
6806,7
6808,14
6812,1
6821,3
6828,5
6829,1
6836,12
6837,9
6838,10
6846,1
6849,1
6851,1
6852,1
6859,2
6866,2
6870,19
6871,11
6873,13
6876,1
6877,4
6882,3
6886,1
6895,1
6901,11
6902,9
6903,1
6904,11
6905,1
6912,1
6913,1
6918,2
6920,1
6924,1
6929,1
6930,1
6931,2
6933,1
6935,1
6940,6
6941,10
6942,8
6950,1
6955,2
6958,5
6965,1
6968,2
6974,1
6978,1
6980,10
6981,2
6985,1
6987,2
6988,1
6989,6
6993,8
6994,6
6995,1
7011,3
7012,8
7019,2
7025,3
7028,1
7031,1
7037,1
7040,1
7043,3
7044,2
7045,4
7047,4
7048,1
7059,10
7064,1
7065,1
7079,3
7082,3
7083,1
7087,2
7093,1
7095,2
7097,2
7108,4
7109,3
7110,1
7113,1
7114,1
7116,1
7122,12
7127,6
7130,3
7131,4
7132,6
7140,1
7142,1
7146,3
7149,4
7153,3
7154,2
7157,1
7158,2
7162,1
7163,1
7167,1
7174,208
7177,1
7180,5
7182,1
7183,1
7185,1
7187,1
7188,1
7189,1
7196,1
7197,226
7198,2
7199,1
7202,1
7203,3
7206,2
7210,1
7212,2
7217,206
7219,1
7220,4
7225,2
7230,3
7236,1
7240,224
7241,2
7249,2
7250,2
7255,1
7256,211
7260,1
7261,1
7265,1
7269,2
7275,2
7276,211
7277,1
7278,2
7286,1
7292,1
7293,4
7295,2
7298,2
7300,2
7303,1
7304,1
7309,1
7310,2
7316,9
7318,2
7319,1
7321,1
7325,1
7327,1
7332,2
7333,2
7336,1
7337,1
7339,1
7342,1
7343,1
7354,1
7355,1
7360,2
7363,3
7369,2
7370,1
7371,2
7374,1
7381,1
7382,2
7383,2
7395,1
7401,2
7402,1
7404,1
7409,1
7413,1
7414,17
7416,1
7417,1
7419,13
7421,10
7422,11
7423,10
7424,10
7428,1
7429,13
7430,2
7431,8
7432,12
7433,1
7434,4
7435,19
7436,3
7439,1
7441,5
7442,2
7446,1
7447,14
7451,13
7453,16
7454,1
7458,1
7464,1
7466,1
7470,1
7475,1
7480,1
7481,1
7491,2
7495,3
7499,1
7508,1
7510,11
7512,6
7513,2
7515,16
7524,1
7526,1
7536,12
7537,1
7538,9
7539,4
7540,5
7541,9
7542,8
7547,1
7552,1
7560,3
7563,5
7569,1
7572,9
7574,10
7575,11
7584,3
7586,2
7601,11
7602,4
7603,11
7604,5
7616,4
7625,1
7630,17
7631,4
7632,8
7633,15
7634,1
7642,1
7643,1
7644,1
7646,3
7648,2
7657,17
7658,13
7659,5
7660,6
7667,1
7672,1
7673,1
7683,5
7684,17
7685,7
7688,5
7689,1
7690,1
7692,8
7699,5
7700,3
7702,3
7705,1
7707,1
7708,5
7710,7
7711,10
7715,1
7725,3
7726,2
7727,2
7728,2
7731,3
7734,6
7738,4
7744,2
7746,1
7748,8
7751,2
7753,2
7756,3
7764,1
7768,1
7771,4
7779,1
7784,1
7790,3
7792,2
7795,1
7796,1
7797,1
7798,1
7799,1
7803,1
7807,1
7808,1
7810,4
7811,1
7814,1
7815,3
7824,1
7825,1
7827,1
7830,1
7831,1
7836,2
7839,1
7844,1
7845,15
7855,1
7869,1
7889,1
7890,1
7891,1
7895,1
7902,1
7904,1
7906,2
7913,1
7914,1
7917,14
7929,5
7931,1
7933,4
7934,2
7945,1
7948,1
7952,1
7955,1
7962,4
7963,1
7965,8
7966,5
