content_id,views
7975,2
7983,2
7989,1
8000,1
8002,2
8011,8
8012,12
8013,15
8021,1
8030,1
8046,1
8048,1
8050,1
8053,4
8064,1
8065,4
8066,1
8067,4
8068,1
8071,13
8075,1
8078,2
8079,2
8088,1
8098,7
8102,4
8105,6
8109,1
8121,1
8134,1
8135,12
8141,6
8142,7
8144,1
8150,7
8152,4
8159,1
8165,1
8167,1
8168,1
8173,1
8175,1
8185,2
8186,17
8191,1
8194,1
8196,2
8213,1
8215,1
8222,1
8223,1
8224,1
8232,1
8237,1
8243,1
8274,2
8287,4
8290,1
8296,1
8303,6
8305,1
8310,2
8311,1
8313,1
8319,2
8329,2
8330,1
8331,3
8335,1
8338,1
8345,5
8346,4
8356,1
8369,8
8370,2
8374,3
8384,1
8389,4
8390,8
8391,1
8392,7
8398,1
8400,2
8412,2
8426,1
8428,820
8434,1
8441,2
8447,4
8448,1
8449,872
8451,2
8454,1
8458,1
8460,4
8464,1
8466,16
8468,18
8470,1
8471,17
8473,22
8475,13
8476,1
8477,16
8479,13
8482,1
8488,2
8489,3
8490,6
8498,3
8499,2
8500,2
8510,3
8511,2
8514,1
8516,7
8517,7
8527,1
8537,1
8540,4
8541,3
8556,7
8557,1
8559,2
8563,7
8564,1
8565,3
8566,1
8567,1
8572,1
8573,1
8574,8
8576,16
8578,5
8582,1
8585,2
8587,1
8588,4
8592,2
8593,4
8594,2
8599,4
8600,5
8601,1
8603,2
8607,1
8614,13
8615,1
8617,2
8618,7
8620,1
8622,5
8626,1
8628,2
8630,4
8652,1
8654,1
8656,1
8657,2
8661,1
8663,2
8673,1
8675,1
8677,11
8686,1
8691,1
8698,1
8700,1
8701,1
8704,4
8706,1
8716,1
8717,1
8718,4
8721,1
8725,4
8727,1
8728,1
8738,1
8742,1
8750,3
8752,1
8760,1
8761,1
8765,1
8771,6
8782,1
8785,1
8799,2
8803,1
8813,4
8814,1
8817,7
8818,7
8819,1
8823,1
8830,2
8833,1
8840,1
8844,1
8845,1
8846,4
8851,207
8853,1
8863,2
8864,9
8865,8
8868,2
8869,1
8872,232
8881,1
8882,4
8888,10
8889,6
8891,8
8893,1
8894,1
8895,240
8899,1
8908,221
8913,12
8914,11
8915,7
8922,227
8929,14
8930,15
8931,10
8939,1
8942,1
8948,213
8949,1
8955,18
8956,12
8957,10
8961,1
8963,1
8969,1
8970,1
8975,1
8977,1
8979,12
8980,10
8981,13
8992,1
9000,7
9001,12
9002,12
9004,1
9008,2
9009,9
9010,3
9015,7
9019,1
9029,1
9036,5
9037,10
9038,11
9043,3
9045,4
9046,3
9049,1
9059,1
9062,1
9067,3
9070,2
9071,1
9072,1
9074,3
9079,1
9080,1
9081,1
9089,1
9093,15
9094,3
9095,1
9099,2
9110,1
9111,1
9112,4
9114,3
9116,1
9118,1
9122,2
9136,1
9138,2
9141,1
9144,1
9145,1
9149,1
9152,1
9160,1
9162,1
9169,1
9174,2
9175,2
9176,1
9178,1
9203,7
9204,3
9209,1
9211,5
9212,8
9225,6
9230,4
9233,1
9234,1
9236,1
9237,1
9244,6
9248,1
9249,1
9259,1
9263,1
9265,14
9271,1
9272,1
9281,2
9282,1
9284,1
9293,2
9294,5
9295,4
9296,3
9297,5
9298,4
9299,2
9302,4
9304,8
9305,6
9307,1
9314,1
9315,2
9318,1
9321,3
9323,1
9325,1
9329,1
9334,15
9336,1
9344,2
9346,2
9347,1
9348,3
9350,1
9363,4
9371,1
9375,1
9378,3
9380,1
9381,1
9384,1
9387,6
9399,1
9401,1
9402,3
9403,1
9404,4
9412,7
9413,11
9415,6
9417,2
9418,1
9420,2
9425,2
9426,1
9435,2
9437,5
9438,4
9446,6
9450,3
9452,1
9453,12
9455,8
9458,1
9463,3
9473,1
9477,1
9479,1
9481,1
9484,1
9493,1
9494,1
9498,1
9499,4
9500,1
9502,6
9508,3
9518,1
9519,1
9524,2
9525,2
9526,1
9528,1
9529,1
9530,3
9534,1
9536,1
9548,1
9557,8
9559,1
9571,1
9574,13
9575,4
9580,16
9583,6
9584,14
9585,1
9586,1
9588,6
9589,16
9590,14
9592,2
9595,8
9596,6
9598,1
9599,1
9601,1
9602,2
9603,2
9616,5
9631,2
9650,1
9658,2
9661,6
9665,1
9671,1
9677,1
9679,2
9680,2
9686,11
9689,7
9694,2
9702,1
9704,3
9708,1
9711,1
9712,2
9717,1
9718,1
9725,11
9729,1
9739,1
9741,1
9743,1
9747,2
9749,1
9751,1
9754,1
9757,1
9759,2
9762,5
9763,1
9765,1
9767,9
9768,2
9770,1
9773,8
9779,1
9781,16
9782,10
9784,3
9785,10
9788,1
9790,1
9799,1
9800,3
9801,1
9802,9
9803,16
9804,9
9805,13
9806,17
9807,1
9809,1
9824,1
9825,1
9826,1
9827,3
9828,6
9829,12
9830,14
9831,12
9832,4
9839,5
9843,1
9846,1
9847,16
9848,3936
9850,8
9851,12
9857,1
9859,2
9860,1
9868,4
9881,1
9887,7
9888,15
9889,7
9890,3867
9891,1
9893,16
9900,2
9901,6
9902,10
9903,5
9908,2
9910,1
9912,18
9919,3
9926,20
9927,15
9929,14
9930,10
9933,4
9939,1
9943,1
9945,4
9951,15
9952,10
9953,18
9956,8
9964,2
9967,2
9968,2
9970,1
9971,8
9973,5
9980,1
10003,1
10010,2
10011,2
10026,1
10028,1
10033,1
10050,2
10051,1
10056,1
10062,1
10068,1
10075,1
10080,1
10086,2
10090,3
10108,1
10113,1
10122,12
10130,2
10132,2
10133,1
10143,3
10144,1
10145,3
10150,1
10151,1
10152,1
10154,2
10159,1
10162,1
10163,12
10164,6
10168,1
10172,1
10174,1
10175,1
10186,7
10188,5
10190,11
10191,1
10197,1
10200,2
10201,3
10202,2
10210,1
10216,1
10217,14
10222,2
10223,1
10230,2
10231,7
10232,2
10239,6
10242,1
10246,1
10252,17
10255,15
10256,3
10258,1
10261,1
10262,1
10264,1
10271,4
10276,1
10291,1
10293,1
10294,1
10295,5
10297,2
10298,3
10299,1
10301,2
10303,1
10308,1
10311,5
10320,1
10321,1
10325,3
10333,2
10334,4
10339,4
10341,3
10345,1
10346,1
10352,3
10354,2
10366,1
10370,1
10371,1
10372,2
10378,2
10379,1
10381,1
10382,1
10394,1
10395,2
10397,1
10406,1
10407,1
10408,2
10412,1
10413,1
10414,7
10416,1
10417,1
10419,1
10422,4
10438,1
10443,2
10444,3
10446,1
10452,1
10455,2
10459,1
10470,2
10474,1
10475,2
10476,1
10482,1
10486,1
10497,3
10499,1
10501,1
10505,1
10508,12
10511,3
10513,8
10517,1
10520,1
10523,1
10524,1
10526,3
10536,2
10538,1
10540,4
10545,1
10548,1
10551,1
10552,3
10553,2
10554,1
10556,1
10559,1
10560,2
10572,4
10577,1
10578,1
10579,3
10580,3
10581,4
10582,2
10584,1
10585,1
10588,1
10589,1
10590,4
10592,4
10593,1
10594,1
10598,1
10603,1
10606,2
10615,4
10621,1
10622,13
10623,2
10624,1
10625,4
10626,4
10633,1
10634,1
10642,1
10643,3
10652,1
10653,1
10656,1
10665,1
10666,1
10669,9
10671,2
10672,3
10674,1
10675,2
10679,1
10682,1
10686,3
10688,1
10692,1
10693,1
10700,2
10712,1
10713,16
10714,3
10715,18
10718,1
10719,1
10720,2
10721,2
10728,1
10730,1
10731,1
10733,253
10743,2
10746,1
10749,6
10751,9
10752,1
10757,1
10762,1
10766,222
10768,3
10782,1
10785,5
10787,1
10788,1
10789,9
10791,7
10794,2
10796,1
10803,1
10805,2
10809,236
10815,1
10817,1
10822,1
10824,1
10832,1
10833,1
10840,2
10842,1
10844,1
10845,1
10854,234
10863,3
10871,1
10873,2
10874,1
10879,1
10885,2
10890,3
10898,220
10901,1
10918,1
10919,2
10922,11
10923,2
10926,3
10928,1
10930,1
10932,239
10933,1
10937,12
10943,1
10945,2
10946,1
10949,1
10950,13
10952,14
10953,18
10954,1
10955,7
10956,3
10957,11
10958,9
10959,13
10960,16
10961,1
10962,8
10963,6
10964,12
10965,13
10966,20
10967,6
10968,1
10969,13
10970,11
10971,17
10973,10
10975,1
10977,1
10978,1
10981,14
10983,1
10987,1
10989,5
10990,7
10992,2
10994,2
10998,1
11003,7
11004,4
11005,3
11006,3
11008,5
11017,2
11020,1
11022,2
11024,1
11026,1
11028,4
11031,2
11038,1
11039,12
11042,4
11043,1
11044,1
11059,2
11060,1
11070,1
11071,7
11072,17
11074,2
11075,1
11076,1
11078,1
11079,2
11080,3
11083,2
11084,3
11085,1
11091,1
11092,1
11094,1
11095,2
11096,1
11099,1
11102,1
11106,1
11111,1
11112,2
11114,1
11120,4
11130,1
11132,1
11142,1
11147,1
11150,2
11157,1
11158,1
11160,6
11163,1
11173,2
11174,1
11178,1
11180,1
11186,1
11188,1
11189,1
11196,1
11197,2
11200,2
11202,1
11203,2
11205,1
11206,1
11209,2
11215,1
11216,1
11218,16
11219,7
11221,18
11223,1
11227,2
11231,2
11234,1
11246,1
11248,1
11250,1
11251,1
11252,1
11253,1
11257,1
11260,1
11261,1
11264,1
11266,1
11267,1
11270,1
11284,2
11288,6
11290,26
11291,5
11292,2
11295,1
11301,1
11303,1
11310,17
11318,1
11319,1
11320,1
11321,1
11326,2
11328,9
11331,1
11334,9
11335,10
11337,11
11347,18
11353,2
11367,1
11372,2
11373,1
11375,17
11376,1
11377,10
11379,10
11380,1
11382,1
11386,4
11387,1
11388,1
11392,2
11397,1
11399,1
11405,1
11407,1
11409,1
11411,12
11413,8
11414,3
11415,2
11417,1
11419,2
11420,10
11421,1
11422,2
11427,1
11428,1
11429,1
11430,2
11439,1
11445,2
11449,1
11453,1
11454,8
11455,4
11456,10
11460,1
11462,1
11467,1
11471,2
11472,3
11473,3
11476,1
11477,2
11483,1
11492,2
11496,1
11500,1
11503,1
11505,1
11527,1
11531,1
11539,1
11544,1
11547,1
11549,1
11563,1
11566,1
11569,1
11571,1
11572,2
11573,2
11581,1
11585,1
11586,21
11591,1
11601,1
11603,8
11611,1
11612,1
11614,1
11615,1
11626,1
11627,3
11628,1
11632,7
11639,10
11643,2
11646,1
11647,5
11649,1
11654,1
11656,8
11665,1
11688,1
11689,1
11695,3
11697,1
11699,2
11706,3
11707,16
11709,2
11715,14
11719,1
11723,1
11727,12
11733,1
11738,1
11740,1
11747,12
11748,1
11755,1
11758,1
11762,2
11763,1
11769,7
11770,1
11777,2
11778,1
11779,1
11782,1
11783,1
11785,2
11786,1
11791,1
11792,1
11793,1
11794,1
11798,1
11804,1
11806,2
11807,1
11814,1
11822,1
11824,1
11828,3
11834,1
11835,1
11836,1
11841,2
11843,1
11850,1
11854,1
11863,13
11866,1
11867,1
11873,2
11874,2
11875,1
11876,7
11878,2
11886,1
11887,1
11891,3
11892,2
11893,1
11894,2
11899,1
11902,1
11905,1
11911,15
11916,2
11917,3
11918,1
11920,2
11921,9
11929,9
11934,1
11935,2
11936,1
11937,14
11939,2
11940,3
11941,12
11942,1
11943,1
11947,2
11950,2
11951,1
11952,5
11959,1
11962,1
11963,1
11970,1
11972,1
11973,1
11975,1
11980,17
11986,4
11993,7
11995,1
12001,7
12003,3
12009,1
12012,2
12015,1
12017,1
12020,4
12030,2
12033,2
12043,1
12045,6
12048,1
12051,2
12061,1
12063,2
12066,2
12067,1
12068,1
12075,1
12076,1
12080,1
12081,5
12085,1
12088,6
12090,1
12093,1
12094,1
12098,1
12109,1
12114,1
12122,1
12124,1
12126,1
12130,1
12131,1
12134,2
12156,1
12160,1
12164,1
12165,4
12166,4
12167,1
12169,1
12170,1
12174,1
12178,2
12180,1
12181,1
12186,3
12188,1
12192,2
12200,1
12201,2
12202,1
12203,4
12204,1
12206,2
12210,2
12211,3
12213,1
12214,1
12220,1
12224,2
12225,1
12227,1
12230,2
12232,1
12235,5
12236,2
12238,13
12248,1
12250,1
12251,1
12253,2
12260,3
12263,7
12265,6
12266,3
12267,5
12268,7
12275,1
12279,1
12281,1
12284,1
12285,2
12287,1
12289,1
12290,2
12291,2
12301,12
12310,13
12318,1
12321,1
12333,1
12343,15
12346,1
12350,1
12354,1
12356,15
12358,1
12360,1
12367,1
12371,1
12384,8
12386,2
12394,6
12398,10
12400,1
12404,1
12409,1
12418,1
12419,2
12420,2
12421,1
12423,3
12427,2
12429,1
12432,1
12435,2
12436,1
12438,2
12439,2
12440,1
12441,1
12443,1
12444,3
12446,1
12447,1
12448,1
12453,1
12454,2
12457,1
12458,1
12463,1
12467,1
12468,1
12470,1
12475,1
12482,1
12483,1
12485,10
12486,3
12487,4
12490,1
12491,2
12496,1
12497,1
12498,1
12507,1
12513,3
12522,1
12523,11
12524,6
12525,20
12526,8
12528,1
12529,1
12530,1
12532,1
12536,1
12542,1
12543,2
12547,2
12551,1
12553,8
12554,9
12555,11
12556,5
12558,9
12559,1
12564,6
12565,8
12566,11
12577,8
12578,9
12579,15
12580,14
12581,17
12582,14
12583,13
12584,10
12585,13
12586,10
12587,10
12588,4
12589,18
12592,4
12593,14
12595,835
12596,2
12598,14
12599,3
12600,23
12602,840
12606,854
12614,841
12618,1
12621,1
12626,12
12627,16
12628,9
12629,1
12635,6
12636,3
12639,2
12640,3
12649,1
12653,1
12655,1
12656,1
12659,10
12660,15
12663,16
12668,8
12673,1
12676,2
12685,1
12686,1
12688,1
12690,1
12694,1
12720,3
12724,1
12726,12
12729,1
12730,4
12733,2
12734,2
12735,3
12741,16
12745,2
12748,5
12752,2
12760,1
12770,3
12772,2
12781,5
12782,1
12785,2
12786,1
12787,1
12790,1
12791,1
12792,1
12795,10
12796,1
12797,2
12802,1
12804,3
12808,1
12813,2
12815,2
12827,2
12852,14
12853,10
12854,1
12856,11
12857,1
12863,9
12866,1
12868,1
12881,1
12883,1
12886,1
12889,7
12890,12
12892,5
12893,2
12894,1
12895,12
12898,3
12900,3
12901,1
12902,2
12903,1
12904,12
12906,14
12910,15
12911,3
12933,2
12934,10
12935,2
12936,14
12938,5
12939,1150
12940,4
12946,1
12947,1
12959,1
12975,1
12977,11
12978,1
12983,7
12986,1
12987,1120
12988,1
12996,2
13005,2
13027,12
13032,9
13033,14
13034,1102
13036,13
13039,1
13044,3
13063,1
13064,18
13068,4
13071,2
13072,5
13073,1140
13075,2
13076,3
13084,1
13092,2
13104,1
13105,1
13112,1119
13115,1
13116,2
13117,3
13120,1
13121,7
13123,2
13124,1
13130,1
13131,1
13139,6
13143,4
13144,3
13145,1
13146,1
13149,1
13150,1
13151,1
13152,1
13155,2
13158,1
13162,1122
13164,1
13166,1
13168,2
13171,17
13181,13
13183,11
13186,2
13192,2
13193,1
13196,2
13197,2
13200,1
13201,1
13202,1
13204,1
13207,1
13211,1
13212,6
13213,9
13234,9
13235,3
13236,3
13241,1
13244,1
13245,1
13246,1
13248,2
13250,1
13252,1
13254,1
13256,5
13268,27
13269,2
13270,4
13275,1
13281,1
13283,1
13284,1
13286,1
13288,1
13292,15
13293,2
13295,2
13303,1
13306,2
13308,16
13309,3
13310,3
13312,2
13313,6
13315,1
13318,1
13319,1
13321,1
13327,3
13331,2
13336,5
13342,1
13351,4
13354,5
13356,1
13357,1
13360,12
13362,5
13363,8
13365,1
13366,1
13372,1
13374,1
13375,1
13379,12
13386,2
13391,2
13394,1
13396,1
13402,1
13404,1
13412,1
13416,1
13417,3
13421,12
13424,2
13429,1
13432,9
13433,1
13434,4
13435,3
13439,7
13440,2
13444,1
13447,3
13450,1
13452,1
13453,1
13454,1
13456,1
13457,1
13459,1
13460,2
13463,3
13465,1
13466,1
13468,1
13469,1
13472,1
13474,1
13478,3
13479,1
13480,1
13481,1
13484,1
13486,1
13487,1
13488,1
13489,18
13490,3
13492,1
13493,1
13497,1
13500,9
13503,12
13504,6
13507,3
13509,1
13520,1
13523,1
13524,3
13525,1
13526,1
13527,1
13532,3
13534,3
13536,2
13539,9
13540,11
13541,18
13542,12
13543,13
13545,5
13549,3
13550,8
13551,1
13554,1
13555,2
13560,1
13567,2
13577,11
13578,13
13579,14
13588,1
13593,4
13594,2
13595,8
13596,4
13597,1
13610,1
13614,17
13616,8
13619,17
13626,1
13627,1
13628,3
13634,1
13635,2
13636,2
13639,1
13640,2
13641,3
13643,1
13644,1
13648,1
13649,6
13651,10
13652,8
13653,10
13654,9
13660,1
13673,1
13680,1
13682,2
13683,1
13688,1
13689,13
13693,1
13694,1
13695,3
13696,1
13698,1
13699,1
13701,2
13702,1
13706,2
13707,1
13712,1
13715,1
13722,10
13724,1
13735,1
13736,1
13738,1
13739,1
13741,7
13743,8
13744,1
13745,1
13746,2
13747,2
13749,3
13750,17
13764,1
13767,17
13773,3
13777,1
13788,1
13789,2
13791,1
13792,8
13793,2
13794,3
13803,2
13813,3
13814,2
13815,6
13816,1
13817,3
13818,5
13819,1
13828,1
13833,1
13835,1
13844,4
13845,3
13846,1
13851,10
13852,10
13856,1
13858,1
13860,1
13861,1
13863,1
13865,3
13867,6
13868,4
13869,2
13870,2
13872,2
13875,3
13879,1
13880,226
13886,244
13887,2
13889,14
13894,1
13895,4
13897,8
13906,259
13908,7
13909,9
13913,17
13914,1
13916,1
13918,1
13924,1
13925,2
13929,1
13930,1
13932,1
13934,2
13939,2
13941,1
13942,2
13944,242
13945,2
13947,3
13948,1
13952,1
13953,1
13956,1
13957,1
13960,1
13967,2
13968,1
13969,1
13977,1
13978,1
13979,10
13981,1
13982,5
13983,8
13987,1
13991,3
13992,1
13996,1
13997,1
13999,1
14002,232
14003,1
14004,2
14005,1
14006,1
14007,1
14008,1
14009,1
14012,2
14014,1
14015,1
14017,3
14018,2
14019,1
14020,1
14021,3
14022,1
14023,3
14025,2
14026,3
14027,2
14028,1
14029,13
14031,3
14032,1
14038,10
14039,1
14041,12
14048,1
14051,1
14053,247
14056,1
14057,1
14058,3
14060,1
14061,3
14062,1
14063,1
14066,1
14067,1
14068,2
14071,7
14078,1
14088,1
14090,6
14095,1
14104,2
14106,8
14109,2
14110,11
14116,1
14118,1
14123,2
14124,1
14125,1
14131,1
14133,1
14134,1
14143,1
14147,1
14149,2
14153,1
14154,1
14157,1
14159,17
14162,1
14164,1
14166,2
14170,4
14174,8
14177,1
14181,1
14182,2
14185,1
14192,2
14195,1
14198,1
14199,1
14200,3
14207,1
14210,1
14211,2
14213,1
14218,1
14219,4
14220,2
14223,8
14224,2
14229,1
14235,1
14237,2
14238,1
14250,1
14265,1
14268,5
14269,4
14271,1
14275,1
14279,1
14280,1
14283,1
14284,1
14289,1
14297,2
14301,2
14303,12
14305,2
14307,2
14308,2
14315,1
14316,1
14317,2
14319,1
14325,1
14329,1
14331,1
14332,2
14334,1
14339,2
14344,4
14346,1
14348,3
14349,2
14352,5
14358,17
14364,1
14365,1
14367,3
14368,1
14369,1
14373,4
14374,4
14384,4
14385,1
14388,1
14393,2
14394,2
14400,5
14402,9
14405,2
14411,1
14429,2
14434,2
14435,1
14436,4
14441,1
14444,1
14446,1
14447,1
14454,1
14455,1
14460,1
14466,7
14471,1
14472,2
14473,4
14475,1
14476,1
14479,1
14480,1
14485,2
14487,3
14489,1
14490,1
14495,1
14501,10
14504,6
14506,10
14507,9
14509,1
14510,2
14512,15
14513,1
14514,1
14519,1
14523,2
14525,8
14527,7
14532,1
14533,3
14536,1
14541,1
14542,1
14552,2
14553,2
14554,2
14557,1
14558,16
14559,4
14560,2
14561,2
14563,1
14565,1
14566,1
14570,18
14574,1
14582,1
14583,2
14584,3
14586,1
14587,2
14588,5
14589,1
14592,1
14593,1
14594,3
14595,3
14596,10
14597,1
14599,10
14600,1
14601,2
14602,1
14605,2
14608,1
14609,1
14610,3
14612,1
14613,2
14624,14
14626,4
14629,3
14630,1
14635,2
14638,2
14643,1
14644,8
14645,4
14646,13
14647,9
14651,2
14657,1
14660,15
14661,1
14662,1
14663,1
14666,12
14667,1
14669,1
14670,2
14673,1
14674,4
14676,4
14677,2
14678,1
14679,1
14680,1
14683,1
14690,1
14694,1
14697,1
14700,1
14701,6
14702,1
14703,1
14707,6
14713,3
14716,4
14717,1
14720,4
14722,1
14723,1
14724,1
14725,2
14726,1
14728,1
14729,1
14731,2
14738,1
14741,1
14742,1
14744,2
14746,4
14747,1
14751,1
14755,12
14756,1
14759,1
14763,1
14770,1
14776,1
14784,1
14785,1
14788,1
14791,1
14794,11
14795,8
14796,16
14801,3
14808,2
14813,5
14817,1
14821,3
14824,3
14826,3
14827,10
14829,3
14831,4
14832,5
14834,13
14835,4
14836,11
14837,4
14839,1
14844,1
14847,1
14848,3
14849,1
14850,7
14860,1
14861,1
14865,1
14869,4
14870,1
14871,13
14872,2
14874,12
14875,1
14876,2
14878,9
14883,5
14887,5
14889,1
14892,8
14897,3
14900,1
14902,5
14903,1
14904,21
14905,1
14909,1
14911,2
14914,1
14916,1
14920,8
14921,10
14923,15
14928,1
14930,1
14934,1
14937,1
14939,1
14942,1
14943,1
14945,1
14949,1
14951,2
14955,1
14956,1
14958,11
14960,8
14962,11
14963,2
14964,1
14967,1
14976,2
14980,2
14983,5
14996,2
15000,1
15010,1
15011,1
15015,1
15023,2
15025,3
15026,1
15029,1
15030,10
15032,13
15036,6
15039,2
15043,1
15048,1
15052,1
15053,1
15057,2
15058,1
15061,1
15065,2
15066,1
15069,2
15074,1121
15075,2
15076,2
15077,1
15079,1
15081,3
15084,1
15085,1
15087,1
15089,3
15091,2
15092,1
15094,3
15099,2
15101,3
15102,2
15106,1
15111,1
15113,10
15117,1130
15118,1
15122,2
15123,1
15124,2
15130,1
15132,2
15133,1
15138,7
15139,4
15143,6
15147,1
15154,1
15159,3
15160,1
15173,1
15175,1
15177,3
15179,2
15180,1
15181,1
15188,1
15191,14
15192,1090
15202,1
15204,1
15210,2
15211,2
15212,3
15213,1
15217,1
15229,2
15231,1
15233,1
15235,1
15242,1
15243,1
15246,1
15250,1
15255,1
15256,2
15261,3
15263,1
15264,3
15265,2
15266,3
15267,17
15268,2
15269,1
15270,2
15272,2
15276,2
15277,3
15282,1
15285,1
15286,9
15287,1097
15289,2
15290,1
15291,3
15300,1
15309,1
15312,1
15316,6
15331,1
15332,1
15337,1100
15338,3
15339,2
15340,6
15341,3
15352,1
15353,1
15355,2
15356,1
15357,8
15358,2
15363,2
15368,3
15369,8
15370,1
15374,1
15378,1
15381,1134
15391,1
15393,2
15395,5
15397,3
15402,1
15405,5
15410,1
15412,1126
15413,1
15419,1
15422,17
15429,2
15430,1
15432,2
15433,2
15440,3
15442,1
15443,1091
15444,6
15445,7
15446,1
15447,3
15448,1
15451,1
15457,1
15459,1
15460,1
15466,1
15468,1
15477,1
15478,2
15484,1
15486,3
15487,2
15489,1
15490,8
15491,2
15493,1118
15494,7
15496,4
15499,2
15506,1
15515,3
15518,1
15520,1
15522,3
15524,14
15528,2
15529,2
15530,1
15532,1
15533,2
15534,13
15535,1
15537,3
15539,1
15540,1
15542,1
15543,2
15550,2
15553,9
15559,1
15560,2
15565,2
15566,3
15567,2
15568,10
15571,3
15572,4
15579,1
15580,5
15581,1
15583,1
15586,1
15587,5
15588,2
15590,1
15591,1
15592,10
15598,1
15599,1
15616,1
15617,2
15618,3
15620,1
15626,1
15628,1
15630,2
15631,1
15636,1
15639,2
15643,3
15648,1
15656,1
15659,2
15661,1
15663,4
15664,4
15665,1
15666,1
15668,4
15679,1
15688,1
15689,1
15690,1
15691,2
15692,1
15693,3
15694,4
15700,1
15701,1
15708,1
15709,1
15717,1
15720,2
15723,1
15725,15
15731,1
15747,2
15749,1
15750,1
15757,1
15761,1
15762,1
15764,1
15768,15
15773,2
15774,1
15776,2
15783,1
15784,2
15789,1
15792,2
15794,1
15814,4
15817,4
15819,1
15820,1
15821,1
15823,3
15826,13
15827,2
15828,3
15829,2
15830,5
15832,5
15833,1
15834,1
15838,1
15839,4
15841,3
15843,1
15848,1
15851,1
15857,2
15865,1
15873,1
15875,6
15878,1
15879,1
15881,1
15883,19
15885,13
15886,9
15887,2
15889,5
15890,1
15892,2
15893,1
15894,1
15897,2
15904,1
15920,1
15921,2
15922,1
15923,1
15925,1
15926,3
15935,6
15937,6
15938,11
15941,4
15945,2
15949,1
15954,1
15959,1
15963,1
15973,2
15974,2
15977,2
15980,1
15983,3
15992,1
15996,1
15997,1
15999,1
16006,2
16007,1
16008,2
16011,2
16016,2
16021,16
16023,1
16025,2
16037,1
16044,3
16050,1
16053,1
16054,1
16056,3
16060,1
16061,3
16063,4
16065,1
16067,1
16068,7
16073,10
16075,1
16085,1
16086,1
16094,2
16095,1
16096,1
16097,1
16100,1
16101,1
16102,1
16105,2
16107,17
16111,1
16114,1
16120,2
16121,1
16124,7
16135,1
16140,3
16147,4
16148,6
16149,2
16150,1
16151,3
16153,4
16154,4
16160,7
16161,3
16162,1
16165,4
16168,1
16169,2
16174,1
16179,1
16183,5
16184,5
16186,3
16188,12
16189,11
16190,10
16192,1
16196,1
16197,1
16200,2
16206,1
16208,16
16210,1
16212,1
16213,1
16217,1
16220,1
16223,1
16226,1
16227,15
16228,11
16229,10
16231,1
16232,1
16235,2
16238,1
16244,21
16248,1
16249,1
16254,12
16255,16
16256,1
16258,1
16259,3
16260,1
16266,1
16268,4
16269,1
16270,3
16279,5
16281,8
16282,7
16283,7
16284,9
16285,13
16286,4
16287,1
16297,3
16299,5
16301,1
16302,1
16303,1
16304,2
16305,2
16307,1
16308,3
16310,1
16312,1
16313,1
16314,2
16317,1
16319,1
16320,1
16321,1
16323,14
16324,11
16329,8
16330,2
16331,1
16332,2
16334,4
16336,3
16337,2
16338,2
16341,3
16342,5
16343,17
16349,4
16352,1
16353,10
16354,1
16359,19
16360,3
16361,1
16362,9
16366,1
16369,7
16374,3
16375,1
16376,3
16377,2
16378,2
16381,6
16382,14
16383,1
16385,3
16386,2
16387,2
16389,16
16390,1
16391,1
16392,3
16393,3
16394,2
16395,1
16396,2
16397,5
16398,4
16400,1
16402,1
16405,2
16406,2
16408,3
16410,9
16412,5
16414,2
16416,2
16417,1
16419,7
16421,3
16428,1
16429,11
16430,1
16432,7
16434,2
16435,1
16436,2
16437,3
16439,4
16440,3
16442,1
16444,1
16446,5
16447,2
16448,1
16449,7
16451,5
16452,1
16453,9
16454,4
16455,3
16456,3
16457,2
16458,3
16460,2
16461,2
16464,15
16466,3
16467,1
16468,2
16470,2
16471,1
16472,1
16473,2
16474,1
16476,2
16479,1
16480,1
16483,1
16484,2
16485,1
16488,2
16489,1
16490,6
16492,14
16493,10
16494,3
16495,10
16497,4
16501,1
16504,3
16508,1
16510,2
16511,1
16512,2
16513,1
16515,2
16516,1
16517,2
16519,2
16523,1
16524,5
16525,3
16526,2
16527,3
16531,1
16533,1
16534,1
16536,1
16537,1
16538,1
16539,1
16540,1
16541,2
16542,1
16544,4
16545,5
16546,2
16547,10
16548,7
16549,2
16550,1
16553,12
16560,3
16561,1
16562,8
16563,1
16564,8
16565,1
16566,3
16567,2
16569,1
16570,1
16571,13
16574,1
16575,2
16576,2
16578,4
16579,15
16580,2
16581,2
16583,3
16584,18
16585,4
16586,11
16587,2
16591,1
16596,1
16597,1
16599,2
16601,3
16602,1
16603,1
16605,2
16606,3
16607,1
16609,2
16610,1
16612,1
16615,2
16616,4
16618,3
16619,3
16620,1
16621,11
16622,7
16624,1
16626,20
16628,16
16630,1
16638,1
16639,1
16647,9
16648,1
16649,1
16652,1
16654,1
16658,1
16659,1
16660,1
16662,2
16663,3
16665,1
16670,16
16671,1
16672,5
16674,12
16675,1
16677,8
16678,2
16681,2
16682,7
16683,1
16685,5
16686,4
16687,17
16688,5
16690,1
16691,3
16692,1
16693,1
16694,1
16695,1
16696,1
16698,1
16699,1
16700,1
16702,1
16706,2
16707,1
16709,9
16710,4
16716,2
16718,4
16719,3
16720,3
16721,1
16722,2
16723,5
16724,1
16726,2
16728,1
16730,1
16732,3
16733,1
16734,1
16735,1
16736,1
16739,2
16740,14
16742,3
16747,3
16748,3
16753,1
16756,1
16757,3
